product_id,product_name,product_company,category,product_size,product_price
5482,"Yogi Tea, Organic, Throat Comfort, Caffeine Free, 16 Tea Bags, 1.27 oz (36 g)",Yogi Tea,Tea,36 g,6.5
42952,"Traditional Medicinals, Herbal Teas, Organic Nettle Leaf Herbal Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals,Tea,32 g,7.88
63384,"Traditional Medicinals, Herbal Teas, Organic Dandelion Leaf & Root Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals,Tea,28 g,7.88
43379,"Twinings, Herbal Tea, Lemon & Ginger, Caffeine Free, 25 Tea Bags, 1.32 oz (37.5 g)",Twinings,Tea,37,8.01
5510,"Yogi Tea, Organic, Breathe Deep, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
24297,"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, 7.05 oz (200 g)",Dandy Blend,Tea,200 g,18.46
5508,"Yogi Tea, Stomach Ease, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",Yogi Tea,Tea,29 g,6.5
6797,"Traditional Medicinals, Relaxation Teas, Organic Raspberry Leaf, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.84
5474,"Yogi Tea, Organic Ginger, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
92294,"Hana Beverages, Turmeric & Ginger Latte, Non-Coffee Superfood Beverage, 3.3 oz (93.6 g)",Hana Beverages,Tea,93,12.58
63389,"Traditional Medicinals, Herbal Teas, Organic Lemon Balm, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.84
63390,"Traditional Medicinals, Herbal Teas, Organic Spearmint, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.86
67227,"Yogi Tea, Soothing Caramel Bedtime, Caffeine Free, 16 Tea Bags, 1.07 oz (30 g)",Yogi Tea,Tea,30 g,6.5
10227,"21st Century, Herbal Slimming Tea, Honey Lemon, Caffeine Free, 24 Tea Bags, 1.7 oz (48 g)",21st Century,Tea,48 g,5.82
22280,"Prince of Peace, 100% Organic White Tea, 100 Sachets, 1.8 g Each",Prince of Peace,Tea,100,11.77
5498,"Yogi Tea, Egyptian Licorice, Caffeine Free, 16 Tea Bags, 1.27 oz (36 g)",Yogi Tea,Tea,36 g,6.5
6798,"Traditional Medicinals, Seasonal Teas, Organic Throat Coat, Naturally Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals,Tea,32 g,7.84
60033,"Barry's Tea, Gold Blend, 40 Tea Bags, 4.4 oz (125 g)",Barry's Tea,Tea,125 g,4.93
23961,"Yogi Tea, Throat Comfort, Honey Lemon, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
6802,"Traditional Medicinals, Relaxation Teas, Organic Nighty Night, Naturally Caffeine Free Herbal Tea, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.84
63379,"Traditional Medicinals, Relaxation Teas, Organic Nighty Night, Naturally Caffeine Free Herbal Tea, Valerian, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
42721,"Harney & Sons, HT Tea Blend, Hot Cinnamon Sunset, 20 Tea Sachets, 1.4 oz (40 g)",Harney & Sons,Tea,40 g,15.35
60034,"Barry's Tea, Irish Breakfast Tea, 40 Tea Bags, 4.40 oz (125 g)",Barry's Tea,Tea,125 g,4.62
13826,"Celestial Seasonings, Herbal Tea, Caffeine Free, Sleepytime, 40 Tea Bags, 2.0 (58 g)",Celestial Seasonings,Tea,58 g,8.05
6004,"Prince of Peace, Instant Ginger Honey Crystals, 10 Bags, (18 g) Each",Prince of Peace,Tea,18 g,6.87
41987,"Yogi Tea, Slim Life, Caramel Apple Spice, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
6815,"Traditional Medicinals, Laxative Teas, Organic Smooth Move, Senna Stimulant Laxative, Naturally Caffeine Free  Herbal Tea, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals,Tea,32 g,7.86
7766,"Yogi Tea, Organic, Green Tea Blueberry Slim Life, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
9541,"Celestial Seasonings, Herbal Tea, Country Peach Passion, Caffeine Free, 20 Tea Bags, 1.4 oz (41 g)",Celestial Seasonings,Tea,41 g,5.39
40275,"Yogi Tea, Organic Relaxed Mind, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
92290,"Hana Beverages, Turmeric & Ginger Latte, Non-Coffee Superfood Beverage, 16 oz (454 g)",Hana Beverages,Tea,454 g,30.55
42759,"Harney & Sons, Fine Teas, Paris Tea, 20 Tea Sachets, 1.4 oz (40 g)",Harney & Sons,Tea,40 g,17.2
61846,"Rishi Tea, Organic Green Tea, Matcha Super Green, 15 Tea Bags 1.43 oz (40.5 g)",Rishi Tea,Tea,40,12.24
26730,"Stash Tea, Herbal Tea, Organic Chamomile, Caffeine Free, 18 Tea Bags, 0.6 oz (18 g)",Stash Tea,Tea,18 g,5.57
6834,"Traditional Medicinals, Herbal Teas, Organic Chamomile, Naturally Caffeine Free, 16 Wrapped Tea Bags, .74 oz (20.8 g)",Traditional Medicinals,Tea,20,7.88
23774,"J&R Port Trading Co., Pure Rooibos Red Tea, Caffeine Free, 40 Tea Bags, 3.53 oz (100 g)",J&R Port Trading Co.,Tea,100 g,11.11
21483,"Dragon Herbs, Spring Dragon Longevity Tea, Caffeine Free, 20 Tea Bags, 1.8 oz (50 g)",Dragon Herbs,Tea,50 g,14.7
62950,"Celestial Seasonings, Fruit Tea Sampler, Herbal Tea, Caffeine Free, 5 Flavors, 18 Tea Bags, 1.4 oz (40 g)",Celestial Seasonings,Tea,40 g,5.41
78276,"Bigelow, Benefits, Refresh, Turmeric Chili Matcha Green Tea, 18 Tea Bags, 1.15 oz (32 g)",Bigelow,Tea,32 g,5.03
62848,"Yogi Tea, Roasted Dandelion Spice Detox, Caffeine Free, 16 Tea Bags, 0.85 oz (24 g)",Yogi Tea,Tea,24 g,6.5
5506,"Yogi Tea, Green Tea, Pure Green Decaf, 16 Tea Bags, 1.09 oz (31 g)",Yogi Tea,Tea,31 g,6.5
89364,"Twinings, Herbal Tea, Pure Camomile, Caffeine Free, 50 Tea Bags, 2.65 oz (75 g)",Twinings,Tea,75 g,12.11
26711,"Stash Tea, Herbal Tea, Peppermint, Caffeine Free, 20 Tea Bags, 0.7 oz (20 g)",Stash Tea,Tea,20 g,5.23
13343,"Organic India, Tulsi Tea, Original, Caffeine-Free, 18 Infusion Bags, 1.14 oz (32.4 g)",Organic India,Tea,32,8.43
45314,"Traditional Medicinals, Women's Teas, Organic Healthy Cycle, Raspberry Leaf, Caffeine Free Herbal Tea, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
18751,"Yogi Tea, Berry DeTox, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
34542,"Twinings, Black Tea Variety Pack, 20 Tea Bags, 1.41 oz (40 g)",Twinings,Tea,40 g,6.42
6808,"Traditional Medicinals, Seasonal Teas, Organic Echinacea Plus, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
80748,"Yogi Tea, Green Tea, Passion Fruit Matcha, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
62183,"Bigelow, Organic Green Tea, Decaffeinated, 40 Tea Bags, 1.73 oz (49 g)",Bigelow,Tea,49 g,8.35
80747,"Yogi Tea, Honey Chai, Turmeric Vitality, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
38263,"Twinings, Organic Herbal Tea, Rooibos, 20 Tea Bags, 1.27 oz (36 g)",Twinings,Tea,36 g,8.4
46922,"Now Foods, Organic Real Tea, Organically Hip Hibiscus, Caffeine-Free, 24 Tea Bags, 1.7 oz (48 g)",Now Foods,Tea,48 g,8.27
27544,"Stash Tea, Black Tea, Double Bergamot Earl Grey, 18 Tea Bags, 1.1 oz (33 g)",Stash Tea,Tea,33 g,5.2
13187,"21st Century, Herbal Slimming Tea, Cranraspberry, Caffeine Free, 24 Tea Bags, 1.6 oz (45 g)",21st Century,Tea,45 g,5.82
41730,"Twinings, Herbal Tea, Nightly Calm, Naturally Caffeine Free, 20 Tea Bags, 1.02 oz (29g)",Twinings,Tea,29g,7.06
38174,"Traditional Medicinals, Herbal Teas, Organic Licorice Root, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
63583,"Pukka Herbs, Night Time Tea, Caffeine Free, 20 Herbal Tea Sachets, 0.71 oz (20 g)",Pukka Herbs,Tea,20 g,9.83
5509,"Yogi Tea, Organic, Purely Peppermint, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",Yogi Tea,Tea,24 g,6.5
42016,"Twinings, Assorted Herbal Teas, Variety Pack, Caffeine Free, 20 Tea Bags, 1.23 oz (34 g)",Twinings,Tea,34 g,6.42
60035,"Barry's Tea, Decaf Blend, 40 Tea Bags, 4.4 oz (125 g)",Barry's Tea,Tea,125 g,6.8
63375,"Traditional Medicinals, Laxative Teas, Organic Smooth Move, Peppermint, Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals,Tea,32 g,7.88
88584,"Yogi Tea, Stress Support, Sweet Clementine, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
42020,"Twinings, Lady Grey Loose Tea, 3.53 oz (100 g)",Twinings,Tea,100 g,11.86
63585,"Pukka Herbs, Three Ginger Herbal Tea, Caffeine Free, 20 Tea Sachets, 1.27 oz (36 g)",Pukka Herbs,Tea,36 g,9.83
8628,"Celestial Seasonings, Herbal Tea, Sleepytime, Caffeine Free, 20 Tea Bags, 1.0 oz (29 g)",Celestial Seasonings,Tea,29 g,5.41
6126,"Prince of Peace, 100% Organic Green Tea, 100 Tea Bags, 1.8 g Each",Prince of Peace,Tea,100,10.98
69882,"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, Organic, 3.53 oz (100 g)",Dandy Blend,Tea,100 g,13.64
39136,"Twinings, Herbal Tea, Pomegranate & Raspberry, Caffeine Free, 20 Tea Bags, 1.41 oz (40 g) ",Twinings,Tea,40 g,6.47
26713,"Stash Tea, Black Tea, Double Spice Chai, 18 Tea Bags, 1.1 oz (33 g)",Stash Tea,Tea,33 g,5.23
6810,"Traditional Medicinals, Women's Tea, Organic Pregnancy Tea, Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals,Tea,28 g,7.81
32003,"Bigelow, Earl Grey, Decaffeinated, Black Tea , 20 Tea Bags, 1.18 oz (33 g)",Bigelow,Tea,33 g,5.05
31994,"Bigelow, Black Tea, Vanilla Caramel, 20 Tea Bags, 1.82 oz (51 g)",Bigelow,Tea,51 g,5.05
74935,"Traditional Medicinals, Organic Turmeric with Meadowsweet & Ginger , 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals,Tea,32 g,7.88
12135,"Organic India, Tulsi Tea, Sweet Rose, Caffeine Free, 18 Infusion Bags, 1.01 oz (28.8 g)",Organic India,Tea,28,8.43
6833,"Traditional Medicinals, Organic Echinacea Plus, Elderberry, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
30938,"Frontier Natural Products, Organic Cut & Sifted Nettle, Stinging Leaf, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,26.63
27346,"St. Dalfour, Organic, Original Green Tea, 25 Tea Bags, 1.75 oz (50 g)",St. Dalfour,Tea,50 g,4.62
9104,"21st Century, Herbal Slimming Tea, Green Tea, Caffeine Free, 24 Tea Bags, 1.6 oz (45 g)",21st Century,Tea,45 g,6.4
6822,"Traditional Medicinals, Detox Teas, EveryDay Detox, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
63376,"Traditional Medicinals, Digestive Teas, Organic Gas Relief Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
6811,"Traditional Medicinals, Seasonal Teas, Seasonal Sampler, Naturally Caffeine Free, 16 Wrapped Tea Bags, .96 oz (27 g)",Traditional Medicinals,Tea,27 g,7.88
74931,"Traditional Medicinals, Organic Moringa with Spearmint & Sage , 16 Wrapped Tea Bags, 86 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
5499,"Yogi Tea, Comforting Chamomile, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",Yogi Tea,Tea,24 g,6.5
90440,"Organic India, Tulsi Tea, Turmeric Ginger, Caffeine-Free, 18 Infusion Bags, 1.2 oz (34.2 g)",Organic India,Tea,34,8.43
26720,"Stash Tea, Green Tea, Moroccan Mint, 20 Tea Bags, 0.9 oz (26 g)",Stash Tea,Tea,26 g,5.23
30977,"Frontier Natural Products, Certified Organic Cut & Sifted Hibiscus Flower, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,23.47
26709,"Stash Tea, Herbal Tea, Licorice Spice, Caffeine Free, 20 Tea Bags, 1.2 oz (36 g)",Stash Tea,Tea,36 g,5.2
8687,"Traditional Medicinals, Women's Teas, Organic Weightless, Naturally Caffeine Free Herbal Tea, Cranberry, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
50686,"Rishi Tea, Japanese Green Tea Latte Mix, Sweet Matcha, 4.4 oz (125 g)",Rishi Tea,Tea,125 g,11.42
11270,"Celestial Seasonings, Wellness Tea, Sleepytime Extra, Caffeine Free, 20 Tea Bags, 1.2 oz (35 g)",Celestial Seasonings,Tea,35 g,6.99
63388,"Traditional Medicinals, Herbal Teas, Organic Hibiscus, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals,Tea,28 g,7.86
43214,"Twinings, Cold Brewed Iced Tea, Peach, 20 Tea Bags, 1.41 oz (40 g)",Twinings,Tea,40 g,6.57
5512,"Yogi Tea, Peach DeTox, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
63374,"Traditional Medicinals, Laxative Teas, Organic Smooth Move, Chamomile, Naturally Caffeine Free  Herbal Tea, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals,Tea,32 g,7.88
88585,"Yogi Tea, Original, Caffeine Free, 16 Tea Bags, 1.27 oz (36 g)",Yogi Tea,Tea,36 g,6.5
63377,"Traditional Medicinals, Organic EveryDay Detox Tea, Dandelion, Caffeine Free, 16 Wrapped Tea Bags, .85 (24 g)",Traditional Medicinals,Tea,24 g,7.88
88586,"Yogi Tea, Detox, Caffeine Free, 32 Tea Bags, 2.04 oz (58 g)",Yogi Tea,Tea,58 g,9.77
5475,"Yogi Tea, Calming, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",Yogi Tea,Tea,29 g,6.5
61848,"Rishi Tea, Organic Herbal Tea, Turmeric Ginger, Caffeine-Free, 15 Tea Bags, 1.75 oz (49.5 g)",Rishi Tea,Tea,49,12.24
88583,"Yogi Tea, Digestive Awakening, Blackberry Apple Cider, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",Yogi Tea,Tea,29 g,6.5
62957,"Celestial Seasonings, Rooibos Tea, Madagascar Vanilla, Caffeine Free, 20 Tea Bags, 1.5 oz (42 g)",Celestial Seasonings,Tea,42 g,5.41
63582,"Pukka Herbs, Lemon Ginger & Manuka Honey Tea, Caffeine Free, 20 Herbal Tea Sachets, 1.41 oz (40 g)",Pukka Herbs,Tea,40 g,9.83
42008,"Twinings, Herbal Tea, Camomile, Honey & Vanilla, Caffeine Free, 20 Individual Tea Bags, 1.13 oz (32 g)",Twinings,Tea,32 g,6.45
43381,"Twinings, Herbal Tea, Pure Camomile, Caffeine Free, 25 Tea Bags, 1.32 oz (37.5 g)",Twinings,Tea,37,7.94
38925,"Pukka Herbs, Detox, Organic Aniseed, Fennel & Cardamom Tea, Caffeine Free, 20 Herbal Tea Sachets, 1.41 oz (40 g)",Pukka Herbs,Tea,40 g,9.83
67347,"Twinings, Herbal Tea, Honeybush, Mandarin & Orange, Caffeine Free, 20 Individual Tea Bags, 1.41 oz (40 g)",Twinings,Tea,40 g,7.14
9001,"St. Dalfour, Organic Golden Peach Tea, 25 Envelopes, 1.75 oz (50 g)",St. Dalfour,Tea,50 g,4.62
8549,"Celestial Seasonings, Herbal Tea, Caffeine Free, Chamomile, 20 Tea Bags, 0.9 oz (25 g)",Celestial Seasonings,Tea,25 g,5.39
80750,"Yogi Tea, Raspberry Passion, Perfect Energy, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
14272,"Triple Leaf Tea, Super Slim Herbal Tea, Caffeine-Free, 20 Tea Bags, 1.6 oz (33 g)",Triple Leaf Tea,Tea,33 g,7.03
28924,"Numi Tea, Organic Tea, Green Tea, Jasmine Green, 18 Tea Bags, 1.27 oz (36 g)",Numi Tea,Tea,36 g,9.71
10677,"Celestial Seasonings, Herbal Tea, Caffeine Free, Wild Berry Zinger, 20 Tea Bags, 1.7 oz (47 g)",Celestial Seasonings,Tea,47 g,5.39
6794,"Traditional Medicinals, Seasonal Teas, Breathe Easy, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
90442,"Organic India, Tulsi Tea, Ashwagandha, Caffeine-Free, 18 Infusion Bags, 1.27 oz (36 g)",Organic India,Tea,36 g,8.43
42727,"Harney & Sons, HT Tea Blend, Peppermint Herbal, Caffeine Free, 20 Tea Sachets, 1.4 oz (40 g)",Harney & Sons,Tea,40 g,15.35
7375,"Yogi Tea, Egyptian Licorice Mint, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
78281,"Bigelow, Benefits, Stay Well, Lemon & Echinacea Herbal Tea, 18 Tea Bags, 1.15 oz (32 g)",Bigelow,Tea,32 g,5.06
5477,"Yogi Tea, Organic, Cold Season, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
39137,"Twinings, Herbal Tea, Orange & Cinnamon Spice, Naturally Caffeine Free, 20 Individual Tea Bags, 1.41 oz (40 g)",Twinings,Tea,40 g,6.45
39563,"Celestial Seasonings, Herbal Tea, Black Cherry Berry, Caffeine Free, 20 Tea Bags, 1.6 oz (44 g)",Celestial Seasonings,Tea,44 g,5.41
6820,"Traditional Medicinals, Digestive Teas, Organic Ginger Aid, Naturally Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",Traditional Medicinals,Tea,32 g,7.88
38931,"Pukka Herbs, Love, Organic Rose, Chamomile & Lavender Tea, Caffeine Free, 20 Tea Sachets, 0.8 oz (24 g)",Pukka Herbs,Tea,24 g,9.83
36497,"Yogi Tea, Perfect Energy, Vanilla Spice, 16 Tea Bags, 1.12 oz (32 g)",Yogi Tea,Tea,32 g,6.5
45111,"Celestial Seasonings, Herbal Tea, Sleepytime Vanilla, Caffeine Free, 20 Tea Bags, 1.0 oz (29 g)",Celestial Seasonings,Tea,29 g,5.41
12138,"Celestial Seasonings, Herbal Tea, Caffeine Free, True Blueberry, 20 Tea Bags, 1.6 oz (45 g)",Celestial Seasonings,Tea,45 g,5.38
70573,"Twinings, Lady Grey Black Tea, Decaffeinated, 20 Tea Bags, 1.41 oz (40 g)",Twinings,Tea,40 g,6.5
89363,"Twinings, Herbal Tea, Pure Peppermint, Caffeine Free, 50 Tea Bags, 3.53 oz (100 g)",Twinings,Tea,100 g,12.35
56173,"Celestial Seasonings, Herbal Tea, Caffeine Free, Sleepytime Peach, 20 Tea Bags, 1.0 oz (29 g)",Celestial Seasonings,Tea,29 g,5.41
6803,"Traditional Medicinals, Digestive Teas, Organic Belly Comfort, Peppermint, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",Traditional Medicinals,Tea,28 g,7.88
6807,"Traditional Medicinals, Herbal Teas, Organic Cup of Calm, Naturally Caffeine Free, 16 Wrapped Tea Bags, 0.85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.88
24299,"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, 2 lbs (908 g)",Dandy Blend,Tea,908 g,55.39
23771,"J&R Port Trading Co., Organic Rooibos Tea, Caffeine Free, 1 lb (454 g)",J&R Port Trading Co.,Tea,454 g,25.02
41288,"Celestial Seasonings, Herbal Tea, Caffeine Free, Tangerine Orange Zinger, 20 Tea Bags, 1.7 oz (47 g)",Celestial Seasonings,Tea,47 g,5.41
40078,"Mate Factor, Organic Yerba Mate, Fresh Green, Loose Herb Tea, 12 oz (340 g)",Mate Factor,Tea,340 g,17.99
34545,"Twinings, Prince of Wales Tea, 20 Tea Bags, 1.41 oz (40 g)",Twinings,Tea,40 g,6.47
31222,"Frontier Natural Products, Lemon Ginger Tea, 16 oz (453 g)",Frontier Natural Products,Tea,453 g,22.99
28909,"Numi Tea, Organic Tea, Herbal Teasan, Moroccan Mint, Caffeine Free, 18 Tea Bags, 1.40 oz (39.6 g)",Numi Tea,Tea,39,9.71
12124,"Celestial Seasonings, Herbal Tea, Peppermint, Caffeine Free, 20 Tea Bags, 1.1 oz (32 g)",Celestial Seasonings,Tea,32 g,5.39
63386,"Traditional Medicinals, Herbal Teas, Organic Ginger, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g) Each",Traditional Medicinals,Tea,24 g,7.84
63584,"Pukka Herbs, Three Cinnamon Tea, Caffeine Free, 20 Herbal Tea Sachets, 1.41 oz (40 g)",Pukka Herbs,Tea,40 g,9.83
9318,"Celestial Seasonings, Herbal Tea, Tension Tamer, Caffeine Free, 20 Tea Bags, 1.5 oz (43 g)",Celestial Seasonings,Tea,43 g,5.41
42164,"Twinings, Herbal Tea, Wild Berries, Caffeine Free, 20 Tea Bags, 1.41 oz (40 g)",Twinings,Tea,40 g,6.47
6814,"Traditional Medicinals, Herbal Teas, Yellow Pau d' Arco, Naturally Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",Traditional Medicinals,Tea,24 g,7.84
44948,"Harney & Sons, Black Tea, Paris, 4 oz",Harney & Sons,Tea,4,13.64
41845,"Twinings, Earl Grey Loose Tea, 3.53 oz (100 g)",Twinings,Tea,100 g,11.92
43392,"Twinings, English Breakfast Tea, 25 Individual Tea Bags, 1.76 oz (50 g)",Twinings,Tea,50 g,7.99
62704,"Numi Tea, Organic Tea, White Tea, White Rose, 16 Tea Bags, 1.13 oz (32 g)",Numi Tea,Tea,32 g,9.71
34471,"Tazo Teas, Decaf Chai, Naturally Decaffeinated, Black Tea, 20 Filterbags, 1.9 oz (54 g)",Tazo Teas,Tea,54 g,7.82
41235,"Twinings, Premium Black Tea, Blackcurrant Breeze, 20 Tea Bags, 1.41 oz (40 g)",Twinings,Tea,40 g,6.5
